,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
4728,i10 Magna 1.1L,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,15,Hyundai,Hyundai i10 Magna 1.1L
4729,EcoSport 1.5 Diesel Trend Plus BSIV,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,6,Ford,Ford EcoSport 1.5 Diesel Trend Plus BSIV
4730,Manza Aura (ABS) Quadrajet BS IV,275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5,14,Tata,Tata Manza Aura (ABS) Quadrajet BS IV
4731,i20 1.2 Asta Option,630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,8,Hyundai,Hyundai i20 1.2 Asta Option
4732,Corolla H2,150000,60000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5,17,Toyota,Toyota Corolla H2
4733,Alto 800 LXI,315000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,9,Maruti,Maruti Alto 800 LXI
4734,Indigo CR4,189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5,14,Tata,Tata Indigo CR4
4735,Swift Dzire VDI,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,11,Maruti,Maruti Swift Dzire VDI
4736,Vitara Brezza VDi,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,7,Maruti,Maruti Vitara Brezza VDi
4737,Safari Storme VX,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179.0,148.0,7,9,Tata,Tata Safari Storme VX
4738,City 1.3 EXI,50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90.0,5,21,Honda,Honda City 1.3 EXI
4739,Fabia 1.2 MPI Ambition,200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198.0,73.9,5,14,Skoda,Skoda Fabia 1.2 MPI Ambition
4740,Venture LX 7 Str,135000,120000,Diesel,Individual,Manual,Third Owner,15.42,1405.0,70.0,7,12,Tata,Tata Venture LX 7 Str
4741,i20 2015-2017 Sportz 1.4 CRDi,680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,8,Hyundai,Hyundai i20 2015-2017 Sportz 1.4 CRDi
4742,i20 1.4 Sportz,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,8,Hyundai,Hyundai i20 1.4 Sportz
4743,5 Series 525d,1000000,60000,Diesel,Individual,Automatic,First Owner,16.73,1995.0,218.0,5,15,BMW,BMW 5 Series 525d
4744,Alto K10 2010-2014 VXI,240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5,15,Maruti,Maruti Alto K10 2010-2014 VXI
4745,One SX ABS 7 Seating,555000,147279,Diesel,Individual,Manual,Second Owner,17.0,2200.0,139.01,7,11,Force,Force One SX ABS 7 Seating
4746,Rapid 1.6 TDI Ambition Plus,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5,12,Skoda,Skoda Rapid 1.6 TDI Ambition Plus
4747,Swift Dzire VDI,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire VDI
4748,Swift Dzire AMT ZDI,700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248.0,74.0,5,9,Maruti,Maruti Swift Dzire AMT ZDI
4749,Nano XTA,220000,22000,Petrol,Individual,Automatic,First Owner,21.9,624.0,37.48,4,9,Tata,Tata Nano XTA
4750,Indica V2 eLX,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5,11,Tata,Tata Indica V2 eLX
4751,Sail Hatchback Diesel,225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5,12,Chevrolet,Chevrolet Sail Hatchback Diesel
4752,Indigo CS LX (TDI) BS III,140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5,17,Tata,Tata Indigo CS LX (TDI) BS III
4753,Swift Dzire VDI,600000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,11,Maruti,Maruti Swift Dzire VDI
4754,XUV500 W10 2WD,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W10 2WD
4755,Spark 1.0 LS,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5,17,Chevrolet,Chevrolet Spark 1.0 LS
4756,Ignis 1.2 Delta BSIV,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5,6,Maruti,Maruti Ignis 1.2 Delta BSIV
4758,XUV500 W6 2WD,1150000,43526,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7,8,Mahindra,Mahindra XUV500 W6 2WD
4759,Fabia 1.2 MPI Ambition Plus,320000,55885,Petrol,Dealer,Manual,First Owner,16.25,1198.0,75.0,5,13,Skoda,Skoda Fabia 1.2 MPI Ambition Plus
4760,Ecosport 1.5 Diesel Titanium,950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5,6,Ford,Ford Ecosport 1.5 Diesel Titanium
4761,Figo Diesel EXI,250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5,13,Ford,Ford Figo Diesel EXI
4762,Endeavour 2.5L 4X2 MT,400000,93415,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141.0,7,21,Ford,Ford Endeavour 2.5L 4X2 MT
4763,5 Series 520d,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995.0,177.0,5,17,BMW,BMW 5 Series 520d
4764,Baleno Delta 1.3,600000,20000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,8,Maruti,Maruti Baleno Delta 1.3
4765,Swift VVT VXI,509999,46000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,8,Maruti,Maruti Swift VVT VXI
4766,Rapid 1.6 MPI Active BSIV,395000,50000,Petrol,Individual,Manual,Third Owner,15.41,1598.0,103.2,5,9,Skoda,Skoda Rapid 1.6 MPI Active BSIV
4767,Wagon R VXI,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5,7,Maruti,Maruti Wagon R VXI
4768,Alto 800 LX Optional,250000,42000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,8,Maruti,Maruti Alto 800 LX Optional
4769,Spark 1.0 LT,130000,68519,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5,14,Chevrolet,Chevrolet Spark 1.0 LT
4770,EcoSport 1.5 Diesel Titanium Plus BSIV,906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,6,Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV
4771,Figo Diesel ZXI,160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,14,Ford,Ford Figo Diesel ZXI
4772,Swift Dzire VXi,300000,88000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5,13,Maruti,Maruti Swift Dzire VXi
4773,800 Uniq,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,796.0,37.5,5,15,Maruti,Maruti 800 Uniq
4774,Swift Dzire VXI,400000,100000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,11,Maruti,Maruti Swift Dzire VXI
4775,Tiago XT,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5,7,Tata,Tata Tiago XT
4776,Bolero 2011-2019 SLX,465000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,11,Mahindra,Mahindra Bolero 2011-2019 SLX
4777,Swift VDI,325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,13,Maruti,Maruti Swift VDI
4778,Alto LXi,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,17,Maruti,Maruti Alto LXi
4779,EON Era Plus,250000,2350,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,11,Hyundai,Hyundai EON Era Plus
4780,Alto LXi,175000,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,14,Maruti,Maruti Alto LXi
4781,Alto LXi,175000,58000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,15,Maruti,Maruti Alto LXi
4782,City 2017-2020 VTEC,150000,80000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,5,19,Honda,Honda City 2017-2020 VTEC
4783,Bolero Power Plus SLX,797000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,7,Mahindra,Mahindra Bolero Power Plus SLX
4784,Elite i20 Asta Option BSIV,800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,6,Hyundai,Hyundai Elite i20 Asta Option BSIV
4785,Bolero 2011-2019 SLX,750000,59872,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,6,Mahindra,Mahindra Bolero 2011-2019 SLX
4786,Scorpio M2DI,400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5,14,Mahindra,Mahindra Scorpio M2DI
4787,Alto LX,160000,110000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,13,Maruti,Maruti Alto LX
4788,Bolero 2011-2019 SLX 2WD BSIII,700000,91182,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,9,Mahindra,Mahindra Bolero 2011-2019 SLX 2WD BSIII
4789,Alto LXi,160000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,15,Maruti,Maruti Alto LXi
4790,i20 Asta 1.4 CRDi,400000,100000,Diesel,Individual,Manual,First Owner,21.27,1396.0,88.76,5,13,Hyundai,Hyundai i20 Asta 1.4 CRDi
4791,Etios Liva GD,451000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5,12,Toyota,Toyota Etios Liva GD
4792,800 Std BSIII,40000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,23,Maruti,Maruti 800 Std BSIII
4793,Manza Aura (ABS) Quadrajet BS IV,300000,70000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5,13,Tata,Tata Manza Aura (ABS) Quadrajet BS IV
4794,Celerio ZXI Optional,421000,59500,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,8,Maruti,Maruti Celerio ZXI Optional
4795,Omni CNG,80000,100000,CNG,Individual,Manual,Second Owner,10.9,796.0,,8,25,Maruti,Maruti Omni CNG
4796,Vitara Brezza ZDi Plus Dual Tone,950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,9,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone
4797,i20 1.4 CRDi Asta,395000,75500,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,14,Hyundai,Hyundai i20 1.4 CRDi Asta
4798,Vitara Brezza ZDi Plus Dual Tone,950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5,9,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone
4799,Alto 800 LXI,270000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,12,Maruti,Maruti Alto 800 LXI
4800,i20 1.4 Asta (AT),360000,60000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,100.0,5,16,Hyundai,Hyundai i20 1.4 Asta (AT)
4801,Swift Ldi BSIII,235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5,17,Maruti,Maruti Swift Ldi BSIII
4802,E-Class E250 CDI Avantgrade,1850000,60000,Diesel,Individual,Automatic,Second Owner,13.0,2143.0,201.1,5,11,Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade
4807,Compass 2.0 Limited Option,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956.0,170.0,5,8,Jeep,Jeep Compass 2.0 Limited Option
4808,Brio V MT,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5,13,Honda,Honda Brio V MT
4809,Ecosport 1.5 DV5 MT Titanium Optional,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5,8,Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional
4810,i20 Sportz 1.2,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5,11,Hyundai,Hyundai i20 Sportz 1.2
4811,Swift VDI,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5,7,Maruti,Maruti Swift VDI
4812,A6 35 TFSI Matrix,6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5,6,Audi,Audi A6 35 TFSI Matrix
4813,A6 35 TFSI Matrix,5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5,6,Audi,Audi A6 35 TFSI Matrix
4814,A6 35 TFSI Matrix,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5,6,Audi,Audi A6 35 TFSI Matrix
4815,Fortuner 3.0 Diesel,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,15,Toyota,Toyota Fortuner 3.0 Diesel
4816,XUV500 W8 4WD,1050000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W8 4WD
4817,Baleno Alpha Automatic,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,7,Maruti,Maruti Baleno Alpha Automatic
4818,Swift VDI BSIV,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,10,Maruti,Maruti Swift VDI BSIV
4819,Baleno Sigma 1.2,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,8,Maruti,Maruti Baleno Sigma 1.2
4820,Swift Dzire VXI,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,10,Maruti,Maruti Swift Dzire VXI
4821,Alto K10 2010-2014 VXI,235000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,14,Maruti,Maruti Alto K10 2010-2014 VXI
4822,Swift Dzire ZDI,550000,240000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,12,Maruti,Maruti Swift Dzire ZDI
4823,Rapid 1.6 MPI AT Elegance,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5,12,Skoda,Skoda Rapid 1.6 MPI AT Elegance
4832,Sumo CX 9 Seater,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,9,17,Tata,Tata Sumo CX 9 Seater
4834,Vento 1.5 TDI Comfortline,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5,10,Volkswagen,Volkswagen Vento 1.5 TDI Comfortline
4835,Grand 1500 DSZ BSIII,122000,60000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5,17,Ambassador,Ambassador Grand 1500 DSZ BSIII
4836,i10 Magna 1.1L,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5,16,Hyundai,Hyundai i10 Magna 1.1L
4837,Alto LX,110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,18,Maruti,Maruti Alto LX
4838,Swift LDI BSIV,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,11,Maruti,Maruti Swift LDI BSIV
4839,Verna Transform SX VGT CRDi,260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5,14,Hyundai,Hyundai Verna Transform SX VGT CRDi
4840,Alto LXi,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,18,Maruti,Maruti Alto LXi
4841,Verna 1.6 CRDi S,600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5,10,Hyundai,Hyundai Verna 1.6 CRDi S
4842,Fortuner 3.0 Diesel,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,15,Toyota,Toyota Fortuner 3.0 Diesel
4843,Swift Dzire VDI,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,6,Maruti,Maruti Swift Dzire VDI
4847,SX4 Zxi BSIII,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5,15,Maruti,Maruti SX4 Zxi BSIII
4848,800 AC,125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,16,Maruti,Maruti 800 AC
4849,Grand i10 Asta Option,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,8,Hyundai,Hyundai Grand i10 Asta Option
4850,Alto LXi,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,18,Maruti,Maruti Alto LXi
4851,Scorpio Intelli Hybrid S6 Plus,891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7,8,Mahindra,Mahindra Scorpio Intelli Hybrid S6 Plus
4852,Innova 2.5 VX (Diesel) 7 Seater,1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,10,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater
4853,Baleno RS 1.0 Petrol,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5,7,Maruti,Maruti Baleno RS 1.0 Petrol
4854,i20 Magna Optional 1.2,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5,13,Hyundai,Hyundai i20 Magna Optional 1.2
4855,Innova 2.5 VX (Diesel) 8 Seater,800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,12,Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater
4856,Logan Petrol 1.4 GLE,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5,15,Mahindra,Mahindra Logan Petrol 1.4 GLE
4857,Ciaz VDi Option SHVS,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,9,Maruti,Maruti Ciaz VDi Option SHVS
4858,Qualis FS B3,229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75.0,10,23,Toyota,Toyota Qualis FS B3
4859,Accord 2.4 MT,300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5,15,Honda,Honda Accord 2.4 MT
4860,Mobilio S i DTEC,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7,10,Honda,Honda Mobilio S i DTEC
4861,City 2017-2020 GXi,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5,18,Honda,Honda City 2017-2020 GXi
4862,Ignis 1.2 Delta BSIV,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5,8,Maruti,Maruti Ignis 1.2 Delta BSIV
4863,Baleno Delta Automatic,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,6,Maruti,Maruti Baleno Delta Automatic
4864,Vitara Brezza VDi,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,5,Maruti,Maruti Vitara Brezza VDi
4865,Tiago 1.2 Revotron XE,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,6,Tata,Tata Tiago 1.2 Revotron XE
4866,City 1.3 EXI,55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5,20,Honda,Honda City 1.3 EXI
4867,Safari DICOR 2.2 EX 4x2,250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7,13,Tata,Tata Safari DICOR 2.2 EX 4x2
4868,Swift ZXI BSIII,120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5,19,Maruti,Maruti Swift ZXI BSIII
4869,Ertiga ZDI,600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7,12,Maruti,Maruti Ertiga ZDI
4870,Eeco 5 Seater AC BSIV,330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,9,Maruti,Maruti Eeco 5 Seater AC BSIV
4871,i20 Sportz Option 1.2,400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,11,Hyundai,Hyundai i20 Sportz Option 1.2
4872,Indica V2 DLS TC,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5,21,Tata,Tata Indica V2 DLS TC
4873,Swift Dzire VXI,450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197.0,85.8,5,11,Maruti,Maruti Swift Dzire VXI
4874,Ertiga SHVS ZDI Plus,800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,8,Maruti,Maruti Ertiga SHVS ZDI Plus
4875,Celerio ZDi,340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5,10,Maruti,Maruti Celerio ZDi
4876,Ritz VDi,225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5,15,Maruti,Maruti Ritz VDi
4877,Zen LXI,55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5,23,Maruti,Maruti Zen LXI
4878,Ertiga SHVS ZDI Plus,900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,9,Maruti,Maruti Ertiga SHVS ZDI Plus
4879,S60 D4 SUMMUM,2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984.0,181.0,5,11,Volvo,Volvo S60 D4 SUMMUM
4880,Wagon R VXI Plus,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,7,Maruti,Maruti Wagon R VXI Plus
4881,Zen LXI,70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5,21,Maruti,Maruti Zen LXI
4882,Zest Revotron 1.2 XT,400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,9,Tata,Tata Zest Revotron 1.2 XT
4883,Indigo LX,185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5,13,Tata,Tata Indigo LX
4884,Wagon R LXI,140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,19,Maruti,Maruti Wagon R LXI
4885,Lodgy 85PS RxE 7 Seater,415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7,10,Renault,Renault Lodgy 85PS RxE 7 Seater
4886,Scorpio VLX 2WD AIRBAG BSIV,532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8,13,Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV
4887,Baleno Delta 1.3,600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,8,Maruti,Maruti Baleno Delta 1.3
4888,SX4 Vxi BSIII,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5,17,Maruti,Maruti SX4 Vxi BSIII
4889,Swift LXI Option,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,7,Maruti,Maruti Swift LXI Option
4890,Vitara Brezza ZDi,800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,8,Maruti,Maruti Vitara Brezza ZDi
4891,Bolero SLX 4WD BSIII,310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,14,Mahindra,Mahindra Bolero SLX 4WD BSIII
4892,Terrano XV Premium 110 PS,475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5,11,Nissan,Nissan Terrano XV Premium 110 PS
4893,Wagon R LXI CNG,310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5,9,Maruti,Maruti Wagon R LXI CNG
4894,Alto K10 LXI,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,7,Maruti,Maruti Alto K10 LXI
4895,XUV500 W10 AWD,1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,6,Mahindra,Mahindra XUV500 W10 AWD
4896,Swift AMT ZXI BSIV,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,7,Maruti,Maruti Swift AMT ZXI BSIV
4897,Wagon R AMT VXI,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,8,Maruti,Maruti Wagon R AMT VXI
4898,Nexon 1.2 Revotron XE,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,7,Tata,Tata Nexon 1.2 Revotron XE
4899,Verna 1.6 CRDi SX,575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,10,Hyundai,Hyundai Verna 1.6 CRDi SX
4900,Thar CRDe ABS,974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,6,Mahindra,Mahindra Thar CRDe ABS
4901,Wagon R AMT VXI,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5,7,Maruti,Maruti Wagon R AMT VXI
4902,Ertiga VDI,580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7,10,Maruti,Maruti Ertiga VDI
4903,Creta 1.4 EX Diesel,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5,5,Hyundai,Hyundai Creta 1.4 EX Diesel
4904,EcoSport 1.5 TDCi Titanium BSIV,600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,10,Ford,Ford EcoSport 1.5 TDCi Titanium BSIV
4905,Figo 1.2P Ambiente MT,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5,8,Ford,Ford Figo 1.2P Ambiente MT
4906,Zen Estilo 1.1 VXI BSIII,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5,18,Maruti,Maruti Zen Estilo 1.1 VXI BSIII
4907,Celerio ZXI Optional,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,8,Maruti,Maruti Celerio ZXI Optional
4908,Grand i10 Magna,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,9,Hyundai,Hyundai Grand i10 Magna
4909,Vitara Brezza ZDi Plus Dual Tone,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,7,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone
4910,Verna 1.6 VTVT,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591.0,121.3,5,12,Hyundai,Hyundai Verna 1.6 VTVT
4911,Etios VX,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5,14,Toyota,Toyota Etios VX
4912,Ignis Zeta AMT,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5,5,Maruti,Maruti Ignis Zeta AMT
4913,A-Star Vxi,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5,16,Maruti,Maruti A-Star Vxi
4914,Zen Estilo VXI BSIII,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5,18,Maruti,Maruti Zen Estilo VXI BSIII
4915,800 AC BSIII,120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,21,Maruti,Maruti 800 AC BSIII
4916,Eeco CNG 5 Seater AC BSIV,220000,270000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5,13,Maruti,Maruti Eeco CNG 5 Seater AC BSIV
4917,EON 1.0 Era Plus,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5,7,Hyundai,Hyundai EON 1.0 Era Plus
4918,City 2017-2020 EXi,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,18,Honda,Honda City 2017-2020 EXi
